"Name","Link","Ingredients","Main Spirit","Flavor","Rating","Ratings Count","Color","Occasion"
"Fire Drop","https://www.thecocktailproject.com/drink-recipes/fire-drop","Jim Beam Kentucky Fire, DeKuyper Triple Sec Liqueur, Jim Beam Kentucky Fire, DeKuyper Triple Sec Liqueur, Lemon Sour, Sugar","Bourbon","Sour",3,17,"['brown']","['bbq', 'spring', 'summer']"
"Bloody Beam","https://www.thecocktailproject.com/drink-recipes/bloody-beam","Jim Beam Original, Basil Leaves, Jim Beam Original, Basil Leaves, Simple Syrup, Worcestershire sauce, Lemon Wedges","Bourbon","Savory",3,37,"['red']","['brunch']"
"Beam Ade","https://www.thecocktailproject.com/drink-recipes/beam-ade","DeKuyper Triple Sec Liqueur, Jim Beam Original, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemonade, Lemon Wedges, Shaking & Stirring","Bourbon","Sweet",3,18,"['yellow']","['summer']"
"Jim Beam Manhattan","https://www.thecocktailproject.com/drink-recipes/jim-beam-manhattan","Jim Beam Original, Vermouth, Sweet, Jim Beam Original, Vermouth, Sweet, Bitters, Lemon Peel, Maraschino Cherries","Bourbon","Savory",3,33,"['brown']",NA
"Kentucky Sweet Tea","https://www.thecocktailproject.com/drink-recipes/kentucky-sweet-tea","DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Lemon Wedges","Bourbon","Sweet",3,50,"['brown']","['bbq', 'summer']"
"Kentucky Sunrise","https://www.thecocktailproject.com/drink-recipes/kentucky-sunrise","Grenadine, Jim Beam Original, Grenadine, Jim Beam Original, Orange Juice, Maraschino Cherries, Orange Slice","Bourbon","Fruity",3,41,"['orange']","['brunch', 'spring', 'summer']"
"Cranberry Cooler","https://www.thecocktailproject.com/drink-recipes/cranberry-cooler","Cranberry Juice, DeKuyper Triple Sec Liqueur, Cranberry Juice, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemon Sour, Lemon Wedges","Bourbon","Sweet",3,36,"['red']","['fall', 'thanksgiving', 'thanksgiving']"
"DeKuyper Fuzzy Beam","https://www.thecocktailproject.com/drink-recipes/dekuyper-fuzzy-beam","DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Maraschino Cherries, Simple Garnishes","Bourbon","Fruity",3,15,"['brown']","['spring']"
"Bourbon Sour","https://www.thecocktailproject.com/drink-recipes/bourbon-sour","Jim Beam Original, Lemon Juice, Jim Beam Original, Lemon Juice, Lemon-Lime Soda, Sugar, Lemon Wheel, Maraschino Cherries","Bourbon","Sour",3,36,"['orange']","['summer']"
"Dernier Cri","https://www.thecocktailproject.com/drink-recipes/dernier-cri","Jim Beam Bonded, Sour Mix, Jim Beam Bonded, Sour Mix, Green Chartreuse Liqueur, Mint, Fresh, Mint Sprig","Bourbon","Sour",3,13,"['brown']","['fall', 'spring']"
"Jim Beam Orleans","https://www.thecocktailproject.com/drink-recipes/jim-beam-orleans","Jim Beam Rye, Bitters, Jim Beam Rye, Bitters, Simple Syrup, Absinthe, Lime Twist","Rye Whisky","Spicy",3,33,"['brown']","['fall', 'holiday', 'wedding', 'winter']"
"The Rider","https://www.thecocktailproject.com/drink-recipes/rider","Jim Beam Devil's Cut, Jim Beam Honey, Jim Beam Devil's Cut, Jim Beam Honey, Orange Juice, Sugar Cubes","Whiskey","Sweet",3,47,"['yellow']","['brunch', 'fall', 'spring']"
"Devil in the Morning","https://www.thecocktailproject.com/drink-recipes/devil-in-the-morning","Grenadine, JDK & Sons O3 Premium Orange Liqueur, Grenadine, JDK & Sons O3 Premium Orange Liqueur, Jim Beam Devil's Cut, Orange Juice, Maraschino Cherries, Orange Wheel, Variations of the Classic Martini","Bourbon","Sweet",3,33,"['orange']","['brunch', 'summer']"
"Dancing with the Devil","https://www.thecocktailproject.com/drink-recipes/dancing-with-the-devil","DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, Lemon Sour, Passion Fruit Juice, Tabasco Hot Sauce, Maraschino Cherries","Bourbon","Spicy",3,29,"['brown']","['summer']"
"Black Beauty","https://www.thecocktailproject.com/drink-recipes/black-beauty","DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, Cranberry Juice, Ice, Sugar","Bourbon","Sweet",3,32,"['red']","['summer']"
"Front Porch Peach Tea","https://www.thecocktailproject.com/drink-recipes/front-porch-peach-tea","DeKuyper Peachtree Schnapps Liqueur, Iced Tea, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Jim Beam Black, Lemon Wedges","Bourbon","Sweet",3,53,"['brown']","['bbq', 'spring', 'summer']"
"Apple Highball","https://www.thecocktailproject.com/drink-recipes/apple-highball","Bitters, Ginger Ale, Bitters, Ginger Ale, Apple Cider, Hard, Jim Beam Black, Lemon Wheel, Embracing Herbs and Spices","Bourbon","Sweet",3,30,"['brown']","['bbq', 'fall']"
"Melon Ball","https://www.thecocktailproject.com/drink-recipes/melon-ball","Midori Melon Liqueur, Pinnacle Original Vodka, Midori Melon Liqueur, Pinnacle Original Vodka, Orange Juice, Melon Balls","Cordials","Fruity",3,79,"['green']","['ladies-night', 'summer', 'tropical']"
"Cruzan Daiquiri","https://www.thecocktailproject.com/drink-recipes/cruzan-daiquiri","Cruzan Aged Light Rum, Lime Juice, Cruzan Aged Light Rum, Lime Juice, Simple Syrup","Rum","Fruity",3,46,"['clear']","['summer', 'tropical']"
"Hurricane","https://www.thecocktailproject.com/drink-recipes/hurricane","Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Pineapple Juice, Grenadine, Orange Wedges, Maraschino Cherries","Cordials","Fruity",3,52,"['orange']","['summer', 'tropical']"
"Cucumber Martini","https://www.thecocktailproject.com/drink-recipes/cucumber-martini","EFFEN Cucumber Vodka, EFFEN Cucumber Vodka","Vermouth","Savory",3,41,"['clear']","['ladies-night', 'summer']"
"Cuba Libre","https://www.thecocktailproject.com/drink-recipes/cuba-libre","Cruzan Aged Light Rum, Lime Juice, Cruzan Aged Light Rum, Lime Juice, Cola, Lime Wedges","Rum","Sweet",3,33,"['brown']","['bbq']"
"Rum Runner","https://www.thecocktailproject.com/drink-recipes/rum-runner","Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Pineapple Juice, Orange Juice, Grenadine, Pineapple Wedge","Cordials","Fruity",3,47,"['pink']","['summer', 'tropical']"
"Vodka Collins","https://www.thecocktailproject.com/drink-recipes/vodka-collins","Pinnacle Original Vodka, Sour Mix, Pinnacle Original Vodka, Sour Mix, Soda Water, Lemon Wedges, Better With Bitters","Vodka","Fruity",3,29,"['yellow']","['summer']"
"Mango Rum Margarita","https://www.thecocktailproject.com/drink-recipes/mango-rum-margarita","Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Lime Juice, Mango","Cordials","Fruity",3,34,"['yellow']","['spring', 'summer']"
"Vodka Gimlet","https://www.thecocktailproject.com/drink-recipes/vodka-gimlet","Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Simple Syrup, Lime Wedges","Vodka","Fruity",3,26,"['clear']","['summer']"
"Strawberry Daiquiri","https://www.thecocktailproject.com/drink-recipes/strawberry-daiquiri","Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Strawberries, Lime Juice, Ice","Cordials","Frozen",3,34,"['red']","['ladies-night', 'summer', 'tropical']"
"Mudslide","https://www.thecocktailproject.com/drink-recipes/mudslide","Pinnacle Original Vodka, Kamora Coffee Liqueur, Pinnacle Original Vodka, Kamora Coffee Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Milk, Ice, Chocolate Syrup","Cordials","Sweet",3,39,"['brown']","['birthday', 'ladies-night', 'summer']"
"Moscow Mule","https://www.thecocktailproject.com/drink-recipes/moscow-mule","Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Ginger Beer, Lime Wedges","Vodka","Sweet",3,50,"['clear']","['bbq', 'spring', 'summer']"
"Midori and Ginger Beer","https://www.thecocktailproject.com/drink-recipes/midori-and-ginger-beer","Midori Melon Liqueur, Ginger Beer, Midori Melon Liqueur, Ginger Beer","Cordials","Sweet",3,46,"['green']","['summer']"
"Green Eyed Ginger","https://www.thecocktailproject.com/drink-recipes/green-eyed-ginger","2 GINGERS Whiskey, Midori Melon Liqueur, 2 GINGERS Whiskey, Midori Melon Liqueur, Ginger Ale, Lemon Wheel, Lime Wheel","Cordials","Fruity",3,43,"['green']",NA
"Emerald Daiquiri","https://www.thecocktailproject.com/drink-recipes/emerald-daiquiri","Midori Melon Liqueur, Cruzan Aged Light Rum, Midori Melon Liqueur, Cruzan Aged Light Rum, Lime, Melon Wedge","Cordials","Sweet",3,19,"['green']","['spring', 'summer', 'tropical']"
"Midori Jim and Ginger","https://www.thecocktailproject.com/drink-recipes/jim-and-ginger","Jim Beam Original, Mint, Fresh, Jim Beam Original, Mint, Fresh, Midori Melon Liqueur, Ginger Beer, Fresh Mint Leaves","Bourbon","Sweet",3,25,"['green']","['bbq', 'spring', 'summer']"
"Garden Delight","https://www.thecocktailproject.com/drink-recipes/garden-delight","Midori Melon Liqueur, Gin, Midori Melon Liqueur, Gin, Tonic Water, Cucumber, Rosemary Sprigs","Cordials","Sweet",3,58,"['green']","['spring', 'summer', 'wedding']"
"Bourbon Cider Cocktail","https://www.thecocktailproject.com/drink-recipes/bourbon-cider-cocktail","Maker's Mark Bourbon, Sugar, Maker's Mark Bourbon, Sugar, Bitters, Hard Cider, Dry, Maraschino Cherries","Bourbon","Fruity",3,84,"['brown']","['fall', 'holiday', 'thanksgiving']"
"Kentucky Bubbly","https://www.thecocktailproject.com/drink-recipes/kentucky-bubbly","Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maraschino Cherries","Bourbon","Sweet",3,26,"['yellow']","['ladies-night', 'new-years']"
"Bourbon Bonn Bonn","https://www.thecocktailproject.com/drink-recipes/bourbon-bonn-bonn","Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Half and Half","Bourbon","Sweet",3,27,"['brown']","['holiday', 'winter']"
"Bourbon Butter Pecan Milkshake","https://www.thecocktailproject.com/drink-recipes/bourbon-butter-pecan-milkshake","Maker's Mark Bourbon, Butter Pecan Ice Cream, Maker's Mark Bourbon, Butter Pecan Ice Cream, Milk, Toasted Pecans, Vanilla Bean, Scraped, Seeds Only, Maple Syrup","Bourbon","Frozen",3,47,NA,"['birthday', 'fall', 'summer']"
"Snow Cap","https://www.thecocktailproject.com/drink-recipes/snow-cap","Maker's Mark Bourbon, Sugar, Powdered, Maker's Mark Bourbon, Sugar, Powdered, Heavy Cream, JDK & Sons O3 Premium Orange Liqueur, Nutmeg, Orange Twist","Bourbon","Sweet",3,46,NA,"['christmas', 'holiday', 'winter']"
"Apples and Bourbon","https://www.thecocktailproject.com/drink-recipes/apples-and-bourbon","Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Lemon Juice, Thyme Honey, Maple Bitters, Apples, Thyme Sprig, Easy Ice Tips","Bourbon","Sweet",3,29,"['red']","['fall', 'holiday', 'thanksgiving']"
"Apricot Sage Bourbon Cocktail","https://www.thecocktailproject.com/drink-recipes/apricot-sage-bourbon-cocktail","Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Apricot Jam, Sage Leaves, Soda Water","Bourbon","Sweet",3,31,"['brown']","['spring', 'summer']"
"Bourbon Tarragon Cooler","https://www.thecocktailproject.com/drink-recipes/bourbon-tarragon-cooler","Maker's Mark Bourbon, Lime Juice, Maker's Mark Bourbon, Lime Juice, Agave Syrup, Salt, Ice, Tarragon","Bourbon","Spicy",3,37,"['green']","['summer']"
"Fancy Bourbon Punch","https://www.thecocktailproject.com/drink-recipes/fancy-bourbon-punch","Maker's Mark Bourbon, Sugar, Granulated, Maker's Mark Bourbon, Sugar, Granulated, Lemon, Orange, Tea, Champagne, Nutmeg","Bourbon","Sweet",3,53,"['brown']","['bbq', 'birthday', 'ladies-night', 'brunch', 'christmas', 'fall', 'thanksgiving', 'winter']"
"La Mela","https://www.thecocktailproject.com/drink-recipes/la-mela","Maker's Mark Bourbon, St Elizabeth Allspice Dram, Maker's Mark Bourbon, St Elizabeth Allspice Dram, DeKuyper Amaretto Liqueur, Rosemary Apple Cider, Rosemary Cider Maple Syrup Mix, Rosemary Sprigs","Bourbon","Sweet",3,37,"['brown']","['fall', 'holiday', 'thanksgiving']"
"Summer Mash Up","https://www.thecocktailproject.com/drink-recipes/summer-mash-up","Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Orange Juice, Pineapple Juice, Grenadine, Pineapple Wedge, Maraschino Cherries","Bourbon","Sweet",3,35,"['red']","['bbq', 'summer', 'tropical']"
"Old Fashioned","https://www.thecocktailproject.com/drink-recipes/old-fashioned","Maker's Mark Bourbon, Water, Maker's Mark Bourbon, Water, Bitters, Sugar, Cherry, Variations of the Classic Martini","Bourbon","Sweet",3,96,"['brown']","['bbq', 'fall', 'thanksgiving']"
"The Chee Chee","https://www.thecocktailproject.com/drink-recipes/chee-chee","Maker's Mark Bourbon, Blood Orange, Slice, Maker's Mark Bourbon, Blood Orange, Slice, Amarena Cherry, Marsala, Dry, Averna Amaro","Bourbon","Sweet",3,50,"['brown']","['bbq', 'fall', 'thanksgiving']"
"The Fiscal Agent","https://www.thecocktailproject.com/drink-recipes/fiscal-agent","Maker's Mark Bourbon, Green Chartreuse Liqueur, Maker's Mark Bourbon, Green Chartreuse Liqueur, Maraschino Liqueur, Orange Zest And Orange Peel, Burnt","Bourbon","Sweet",3,54,"['brown']","['fall']"
"The Unnecessary Noise","https://www.thecocktailproject.com/drink-recipes/unnecessary-noise","Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Absinthe, Rhubarb Bitters, Orange Zest","Bourbon","Sweet",3,34,"['red']","['bbq', 'fall', 'thanksgiving']"
"Kentucky Coffee","https://www.thecocktailproject.com/drink-recipes/kentucky-coffee","Maker's Mark Bourbon, Irish Cream, Maker's Mark Bourbon, Irish Cream, DeKuyper Hazelnut Schnapps Liqueur, Hot Coffee, Whipped Cream","Bourbon","Hot",3,60,"['brown']","['fall', 'holiday', 'winter']"
"Yuzu Toddy","https://www.thecocktailproject.com/drink-recipes/yuzu-toddy","Maker's Mark Bourbon, Yuzu Honey, Maker's Mark Bourbon, Yuzu Honey, Yuzu Juice, Hot Water, Easy Ice Tips","Bourbon","Hot",3,28,"['brown']","['fall', 'holiday', 'thanksgiving', 'winter']"
"Bourbon Ball","https://www.thecocktailproject.com/drink-recipes/bourbon-ball","Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, Heavy Cream, Whipped Cream","Bourbon","Sweet",3,92,NA,"['birthday', 'birthday', 'holiday', 'winter']"
"Citrus Basil Manhattan","https://www.thecocktailproject.com/drink-recipes/citrus-basil-manhattan","Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Simple Syrup, Basil Leaves, Bitters, Lemon Twist","Bourbon","Sweet",3,57,"['brown']","['fall', 'spring', 'wedding']"
"Dram Sour","https://www.thecocktailproject.com/drink-recipes/dram-sour","Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Bitters, Egg Whites, Powdered, Lemon Peel","Bourbon","Sour",3,21,"['brown']","['fall', 'holiday']"
"Le Provocateur","https://www.thecocktailproject.com/drink-recipes/le-provocateur","Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Lime Juice, Bitters, Pear, Sliced","Bourbon","Sweet",3,33,"['orange']","['birthday', 'ladies-night', 'new-years']"
"Oh Henry","https://www.thecocktailproject.com/drink-recipes/oh-henry","Maker's Mark Bourbon, Ginger Ale, Maker's Mark Bourbon, Ginger Ale, Lemon Rind","Bourbon","Sweet",3,28,"['brown']","['bbq', 'fall', 'winter']"
"The Samuels","https://www.thecocktailproject.com/drink-recipes/the-samuels","Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Cranberry Juice, Lemon Juice, Orange Zest, Flamed Oils, Fresh Ingredient Enhancements","Bourbon","Sweet",3,32,"['red']","['birthday', 'ladies-night', 'fall', 'thanksgiving']"
"After Midnight in Kentucky","https://www.thecocktailproject.com/drink-recipes/after-midnight-in-kentucky","Maker's Mark Bourbon, Blackberries, Maker's Mark Bourbon, Blackberries, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Ale, Secrets of Citrus","Bourbon","Sweet",3,35,"['red']","['birthday', 'ladies-night']"
"Spaghetti Western","https://www.thecocktailproject.com/drink-recipes/spaghetti-western","Maker's Mark Bourbon, Campari, Maker's Mark Bourbon, Campari, Lemon Juice, Simple Syrup, Salt, Tecate Beer, Cherry Tomatoes, Sweet, Lemon Peel","Beer","Sweet",3,30,"['red']","['birthday']"
"Strawberry Julep","https://www.thecocktailproject.com/drink-recipes/strawberry-julep","Maker's Mark Bourbon, Strawberries, Maker's Mark Bourbon, Strawberries, Simple Syrup, Mint, Fresh, Lemon Juice, Strawberries, Ice","Bourbon","Sweet",3,44,"['pink']","['birthday', 'ladies-night', 'spring', 'summer']"
"Whisky Smash","https://www.thecocktailproject.com/drink-recipes/whisky-smash","Maker's Mark Bourbon, Mint, Fresh, Maker's Mark Bourbon, Mint, Fresh, Lemon, Simple Syrup, Mint, Fresh, Lemon Wheel","Bourbon","Sour",3,42,"['brown']","['fall']"
"Bellini Manhattan","https://www.thecocktailproject.com/drink-recipes/bellini-manhattan","Maker's Mark Bourbon, Peach Puree, Maker's Mark Bourbon, Peach Puree, Vermouth, Sweet, Orange Bitters, Brut Champagne, Cherries","Bourbon","Sweet",3,41,NA,"['birthday', 'ladies-night', 'holiday', 'new-years', 'valentines-day', 'wedding']"
"Peach Lemonade Spritzer","https://www.thecocktailproject.com/drink-recipes/peach-lemonade-spritzer","DeKuyper Peachtree Schnapps, Lemonade, DeKuyper Peachtree Schnapps, Lemonade, Soda Water, Lemon Twist","Cordials","Sweet",3,35,"['yellow']","['bbq', 'birthday', 'ladies-night', 'summer', 'wedding']"
"Fuzzy Beam","https://www.thecocktailproject.com/drink-recipes/fuzzy-beam","DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Lemon","Bourbon","Sweet",3,76,"['orange']","['brunch', 'summer']"
"Jim Beam Lemonade","https://www.thecocktailproject.com/drink-recipes/jim-beam-lemonade","Jim Beam Original, Lemonade, Jim Beam Original, Lemonade","Whiskey","Sweet",3,91,"['yellow']","['bbq', 'birthday', 'ladies-night', 'summer']"
"Midori Orange and Sparkling","https://www.thecocktailproject.com/drink-recipes/midori-orange-and-sparkling","Midori Melon Liqueur, Orange Juice, Midori Melon Liqueur, Orange Juice, Wine, Sparkling, Orange Peel, Better With Bitters","Champagne","Fruity",3,35,"['green']","['new-years', 'spring', 'summer']"
"Blue Hawaii","https://www.thecocktailproject.com/drink-recipes/blue-hawaii","DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Sour Mix, Pineapple Wedge","Cordials","Fruity",3,51,NA,"['bbq', 'tropical']"
"Home Team Mojito","https://www.thecocktailproject.com/drink-recipes/home-team-mojito","DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Simple Syrup, Lime Juice, Soda Water, Mint, Fresh, Carbonated Water","Cordials","Sweet",3,41,"['clear']","['spring']"
"Apple Cider Float","https://www.thecocktailproject.com/drink-recipes/apple-cider-float","DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, Apple Cider, Cinnamon, Ground, Vanilla Ice Cream, Cinnamon Stick","Bourbon","Sweet",3,33,"['orange']","['birthday', 'fall', 'thanksgiving']"
"Christmas Mint Kiss","https://www.thecocktailproject.com/drink-recipes/christmas-mint-kiss","DeKuyper Peppermint Schnapps, Hot Chocolate, DeKuyper Peppermint Schnapps, Hot Chocolate, Whipped Cream","Cordials","Hot",3,12,"['brown']","['christmas', 'holiday', 'winter']"
"Purple Haze Martini","https://www.thecocktailproject.com/drink-recipes/purple-haze-martini","DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, Sour Mix, Lemon-Lime Soda, Grenadine","Cordials","Sour",3,57,NA,"['birthday', 'halloween']"
"Sauza Peach Margarita","https://www.thecocktailproject.com/drink-recipes/sauza-peach-margarita","DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Silver Tequila, Sour Mix","Cordials","Fruity",3,39,"['clear']","['bbq']"
"New England Apple Pie","https://www.thecocktailproject.com/drink-recipes/new-england-apple-pie","DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, Pinnacle Vanilla Vodka","Cordials","Sweet",3,43,"['red']","['fall', 'holiday', 'thanksgiving']"
"Candy Apple","https://www.thecocktailproject.com/drink-recipes/candy-apple","DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, Cranberry Juice, Orange Wheel","Cordials","Sweet",3,39,"['red']","['birthday', 'ladies-night', 'fall', 'holiday', 'thanksgiving']"
"Sugar Pop Martini","https://www.thecocktailproject.com/drink-recipes/sugar-pop-martini","Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Carbonated Candy","Cordials","Sweet",3,34,"['pink']","['birthday', 'ladies-night', 'spring', 'valentines-day']"
"Downward Facing Daiquiri","https://www.thecocktailproject.com/drink-recipes/downward-facing-daiquiri","DeKuyper Pucker Watermelon Schnapps, Cruzan Aged Dark Rum, DeKuyper Pucker Watermelon Schnapps, Cruzan Aged Dark Rum, Lemon-Lime Soda, Watermelon Wedge, Mint Sprig, Sour Mix","Cordials","Sweet",3,37,"['pink']","['summer']"
"Watermelon Pucker","https://www.thecocktailproject.com/drink-recipes/watermelon-pucker","DeKuyper Pucker Watermelon Schnapps, DeKuyper Pucker Sour Apple Schnapps, DeKuyper Pucker Watermelon Schnapps, DeKuyper Pucker Sour Apple Schnapps, Secrets of Citrus","Cordials","Fruity",3,51,"['pink']","['bbq']"
"DeKuyper Banana Split","https://www.thecocktailproject.com/drink-recipes/dekuyper-banana-split","DeKuyper Creme de Banana Liqueur, DeKuyper Pucker Cherry Schnapps, DeKuyper Creme de Banana Liqueur, DeKuyper Pucker Cherry Schnapps, Whipped Cream, Cherries","Cordials","Fruity",2,30,"['red']","['birthday']"
"Boozy Pumpkin Milkshake","https://www.thecocktailproject.com/drink-recipes/boozy-pumpkin-milkshake","DeKuyper Amaretto Liqueur, Jim Beam Original, DeKuyper Amaretto Liqueur, Jim Beam Original, Pumpkin Puree, Ice Cream, Vanilla Extract","Bourbon","Frozen",3,32,NA,"['fall', 'halloween', 'holiday', 'thanksgiving']"
"Classic Manhattan","https://www.thecocktailproject.com/drink-recipes/classic-manhattan","Jim Beam Original, JDK & Sons O3 Premium Orange Liqueur, Jim Beam Original, JDK & Sons O3 Premium Orange Liqueur, DeKuyper Pucker Cherry Schnapps, Bitters","Bourbon","Sweet",3,49,"['brown']","['birthday', 'fall']"
"Peach Sangria","https://www.thecocktailproject.com/drink-recipes/peach-sangria","DeKuyper Peachtree Schnapps Liqueur, White Wine, DeKuyper Peachtree Schnapps Liqueur, White Wine, Oranges, Limes, Peaches, Soda Water","Cordials","Fruity",3,39,"['clear']","['spring']"
"Mintini Martini","https://www.thecocktailproject.com/drink-recipes/mintini-martini","DeKuyper Creme de Menthe Green Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Creme de Menthe Green Liqueur, DeKuyper Creme de Cocoa White Liqueur, Kamora Coffee Liqueur, Half and Half","Cordials","Sweet",3,42,"['green']","['birthday', 'christmas', 'holiday', 'winter']"
"Holly Jolly Punch","https://www.thecocktailproject.com/drink-recipes/holly-jolly-punch","DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, Cranberry Juice, Ginger Ale, Frozen orange juice concentrate, Cinnamon Allspice, Nutmeg, Cranberries","Cordials","Sweet",3,74,"['red']","['bbq', 'christmas', 'fall', 'holiday', 'thanksgiving']"
"Key Lime Pie Martini","https://www.thecocktailproject.com/drink-recipes/key-lime-pie-martini","DeKuyper Vanilla Schnapps Liqueur, Pinnacle Citrus Vodka, DeKuyper Vanilla Schnapps Liqueur, Pinnacle Citrus Vodka, Lime Juice, Cream, Whipped Cream, Lime Wheel","Vodka","Sweet",3,28,NA,"['birthday', 'ladies-night', 'summer', 'summer', 'summer', 'tropical']"
"Melon Creek Martini","https://www.thecocktailproject.com/drink-recipes/melon-creek-martini","DeKuyper Pucker Watermelon Schnapps, Knob Creek Kentucky Straight Bourbon Whiskey, DeKuyper Pucker Watermelon Schnapps, Knob Creek Kentucky Straight Bourbon Whiskey, Cranberry Juice","Cordials","Sweet",3,26,"['red']","['bbq', 'ladies-night', 'summer', 'summer', 'summer']"
"Pumpkin Pie Martini","https://www.thecocktailproject.com/drink-recipes/pumpkin-pie-martini","DeKuyper Buttershots Schnapps, Pinnacle Whipped Vodka, DeKuyper Buttershots Schnapps, Pinnacle Whipped Vodka, Cruzan 9 Spiced Rum, Half and Half, Pumpkin Puree, Pumpkin Spice, Whipped Cream, Variations of the Classic Martini","Rum","Sweet",3,39,"['brown']","['fall', 'halloween', 'holiday', 'thanksgiving']"
"Razzmatazz Truffle Martini","https://www.thecocktailproject.com/drink-recipes/razzmatazz-truffle-martini","Pinnacle Whipped Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Whipped Vodka, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Kamora Coffee Liqueur, Half and Half","Cordials","Sweet",3,35,"['brown']","['birthday', 'ladies-night', 'spring']"
"Red Velvet Cake Martini","https://www.thecocktailproject.com/drink-recipes/red-velvet-cake-martini","DeKuyper Hazelnut Schnapps Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Michigan Cherry Schnapps Liqueur, Pinnacle Original Vodka, Grenadine, Sugar, Granulated, Cocoa Powder","Cordials","Sweet",3,33,"['brown']","['birthday', 'ladies-night', 'holiday', 'valentines-day']"
